brand,model,screen_size,cpu,ram,OS,special_features,graphics,graphics_coprocessor,cpu_speed,rating,price,harddisk_numeric
dell,inspiron 3511 laptop,15.6,i5,32.0,windows 10 home,wifi & bluetooth,integrated,,,,743.09,2000.0
dell,latitude 3520 laptop,15.6,i7,16.0,windows 10 home,wifi & bluetooth,integrated,,,,1661.99,1000.0
dell,vostro 3510 laptop,15.6,i5,4.0,windows 11 pro,wifi & bluetooth,integrated,,,,691.99,256.0
dell,latitude 3540 laptop,15.6,i5,16.0,windows 11 pro,wifi & bluetooth,integrated,,,,864.99,256.0
dell,xps 9320 laptop,13.4,i7,32.0,windows 11 home,wifi & bluetooth,integrated,,,,1495.99,512.0
lenovo,legion pro 5,16.0,i9,48.0,windows 11 home,"high definition audio, backlit keyboard, anti glare coating, numeric keypad",dedicated,,,,2459.0,1024.0
dell,latitude 7420 2-in-1,14.0,i7,32.0,windows 10 home,wifi & bluetooth,integrated,,,,3869.99,1000.0
dell,latitude 7320 laptop,13.3,i5,16.0,windows 11 pro,wifi & bluetooth,integrated,,,,899.99,256.0
dell,latitude 5420 laptop,14.0,i5,8.0,windows 10 home,wifi & bluetooth,integrated,,,,840.99,1000.0
dell,precision 7770 laptop,17.3,i9,16.0,windows 11 pro,wifi & bluetooth,nvidia rtx a1000,,,,2410.99,1000.0
dell,precision 7780 laptop,17.0,i7,32.0,windows 11 home,wifi & bluetooth,integrated,,,,2815.3,1000.0
dell,latitude 3520 laptop,15.6,i5,32.0,windows 11 pro,wifi & bluetooth,integrated,,,,953.82,512.0
dell,xps 9510 laptop,15.6,i5,16.0,windows 10 home,wifi & bluetooth,integrated,,,,1666.65,512.0
dell,inspiron 3511 laptop,15.6,i5,8.0,windows 10 home,wifi & bluetooth,integrated,,,,690.58,1000.0
dell,inspiron 3511 laptop,15.6,i5,16.0,windows 10 home,wifi & bluetooth,integrated,,,,619.99,1000.0
dell,latitude 7420 laptop,14.0,i5,16.0,windows 10 home,wifi & bluetooth,integrated,,,,886.99,2000.0
dell,inspiron 3511 laptop,15.6,i5,32.0,windows 10 home,wifi & bluetooth,integrated,,,,699.99,512.0
dell,latitude 7420 laptop,14.0,i5,16.0,windows 11 home,,integrated,,,,1267.99,1000.0
dell,inspiron 3501 laptop,15.6,i5,4.0,windows 11 home,wifi & bluetooth,integrated,,,,608.33,128.0
dell,latitude 9420 laptop,14.0,i5,16.0,windows 10 home,wifi & bluetooth,integrated,,,,708.99,256.0
dell,latitude 5420 laptop,14.0,i7,16.0,windows 11 home,wifi & bluetooth,integrated,,,,1424.99,1000.0
dell,inspiron 3511 laptop,15.6,i5,8.0,windows 10 home,wifi & bluetooth,integrated,,,,599.44,500.0
dell,latitude 7420 laptop,14.0,i5,16.0,windows 10 home,wifi & bluetooth,integrated,,,,1155.99,1000.0
dell,latitude 5520 laptop,15.6,i7,16.0,windows 10 home,wifi & bluetooth,integrated,,,,2366.99,256.0
dell,latitude 3520 laptop,15.6,i5,32.0,windows 11 home,wifi & bluetooth,integrated,,,,953.82,512.0
dell,latitude 5420 laptop,14.0,i5,4.0,windows 11 home,wifi & bluetooth,integrated,,,,1078.99,128.0
dell,latitude 9520 laptop,15.0,i7,16.0,windows 10 home,wifi & bluetooth,integrated,,,,1046.99,512.0
dell,latitude 7320 laptop,13.3,i5,16.0,windows 10 home,wifi & bluetooth,integrated,,,,683.99,256.0
dell,latitude 5420 laptop,14.0,i5,32.0,windows 11 home,wifi & bluetooth,integrated,,,,1125.99,512.0
dell,latitude 7420 laptop,14.0,i5,32.0,windows 11 home,,,,,,1328.99,2000.0
dell,inspiron 3511 laptop,15.6,i5,16.0,windows 10 home,wifi & bluetooth,integrated,,,,714.99,2000.0
dell,precision 7770 laptop,17.3,i5,32.0,windows 11 pro,wifi & bluetooth,nvidia rtx a5500,,,,3176.99,1000.0
dell,precision 7560 laptop,15.6,i7,16.0,windows 11 home,wifi & bluetooth,nvidia t1200,,,,2126.99,512.0
dell,latitude 3520 laptop,15.6,i7,8.0,windows 11 home,wifi & bluetooth,integrated,,,,1584.99,512.0
dell,vostro 3510 laptop,15.6,i7,8.0,windows 11 home,wifi & bluetooth,integrated,,,,921.99,512.0
dell,vostro 3510 laptop,15.6,i5,16.0,windows 10 home,wifi & bluetooth,integrated,,,,719.99,256.0
dell,inspiron 3511 laptop,15.6,i5,16.0,windows 10 home,wifi & bluetooth,integrated,,,,660.99,512.0
dell,alienware m18 laptop,18.0,i9,32.0,windows 11 home,wifi & bluetooth,"nvidia geforce rtx 4070, dedicated",,,,2675.28,1000.0
dell,alienware m16 laptop,16.0,i7,32.0,windows 11 pro,wifi & bluetooth,nvidia geforce rtx 4050,,,,1989.85,512.0
dell,alienware m18 laptop,18.0,i7,16.0,windows 11 pro,wifi & bluetooth,nvidia geforce rtx 4070,,,,2244.54,512.0
dell,latitude 3520 laptop,15.6,i7,32.0,windows 11 home,wifi & bluetooth,integrated,,,,1761.99,2000.0
dell,latitude 5420 laptop,14.0,i5,16.0,windows 11 home,wifi & bluetooth,integrated,,,,1283.99,2000.0
dell,latitude 5420 laptop,14.0,i5,32.0,windows 10 home,wifi & bluetooth,integrated,,,,1231.99,512.0
dell,inspiron 3511 laptop,15.6,i5,8.0,windows 10 home,wifi & bluetooth,integrated,,,,647.99,512.0
dell,latitude 7440 laptop,14.0,i7,16.0,windows 11 home,wifi & bluetooth,integrated,,,,1305.17,1000.0
dell,inspiron 5620 laptop,16.0,i5,12.0,windows 10 home,wifi & bluetooth,integrated,,,,739.99,256.0
dell,latitude 5520 laptop,15.6,i5,32.0,windows 11 home,wifi & bluetooth,integrated,,,,953.82,512.0
dell,latitude 5320 laptop,13.3,i7,16.0,windows 10 home,wifi & bluetooth,integrated,,,,821.99,256.0
dell,alienware x14 r2 laptop,14.0,i7,32.0,windows 11 home,wifi & bluetooth,nvidia geforce rtx 4060,,,,2033.26,1000.0
asus,tuf gaming a17,17.3,Ryzen 5,24.0,windows 10 pro,"hd audio, backlit keyboard, anti glare coating, numeric keypad",dedicated,,,,1139.0,1024.0
dell,precision 7680 laptop,16.0,i7,32.0,windows 11 pro,wifi & bluetooth,nvidia rtx 2000 ada,,,,2400.99,1000.0
dell,alienware m15 r5 ryzen edition laptop,15.6,Ryzen 7,32.0,windows 10 home,wifi & bluetooth,nvidia geforce rtx 3070,,,,2255.92,2000.0
dell,g15 5530 laptop,15.6,i7,16.0,windows 11 pro,wifi & bluetooth,nvidia geforce rtx 4060,,,,1409.99,1000.0
dell,latitude 3420 laptop,14.0,i7,4.0,windows 11 home,wifi & bluetooth,integrated,,,,2211.99,128.0
dell,vostro 3510 laptop,15.6,i7,16.0,windows 10 home,wifi & bluetooth,integrated,,,,942.99,512.0
dell,latitude 7420 laptop,14.0,i5,16.0,windows 11 home,wifi & bluetooth,integrated,,,,1014.99,256.0
dell,inspiron 3501 laptop,15.6,i3,16.0,windows 10 home,wifi & bluetooth,integrated,,,,635.67,2000.0
dell,latitude 7520 laptop,15.6,i5,8.0,windows 10 home,wifi & bluetooth,integrated,,,,1077.99,256.0
dell,inspiron 3511 laptop,15.6,i5,16.0,windows 10 home,wifi & bluetooth,integrated,,,,586.96,256.0
dell,xps 9510 laptop,15.6,i7,16.0,windows 10 home,wifi & bluetooth,nvidia geforce rtx 3050 ti,,,,2810.99,512.0
dell,latitude 7420 laptop,14.0,i5,16.0,windows 10 home,wifi & bluetooth,integrated,,,,1056.99,256.0
dell,latitude 5520 laptop,15.6,i5,32.0,windows 11 home,wifi & bluetooth,integrated,,,,1865.99,2000.0
dell,precision 3580 laptop,15.6,i5,16.0,windows 11 pro,wifi & bluetooth,nvidia geforce rtx a500,,,,1660.99,256.0
dell,precision 5570 laptop,15.6,i5,8.0,windows 10 pro,wifi & bluetooth,nvidia rtx a1000,,,,2007.99,256.0
dell,inspiron 5630 laptop,16.0,i7,16.0,windows 11 home,wifi & bluetooth,integrated,,,,1043.99,1000.0
dell,inspiron 3501 laptop,15.6,i3,8.0,windows 10 home,wifi & bluetooth,integrated,,,,558.99,128.0
dell,inspiron 7420 2-in-1,14.0,i7,16.0,windows 11 home,wifi & bluetooth,integrated,,,,788.28,256.0
dell,inspiron 15,15.6,Ryzen 7,16.0,windows 11 home,"hd audio, anti glare coating, memory card slot, numeric keypad",integrated,,,,809.99,1024.0
dell,latitude 3520 laptop,15.6,i5,16.0,windows 10 home,wifi & bluetooth,integrated,,,,953.82,1000.0
dell,inspiron 3511 laptop,15.6,i5,32.0,windows 10 home,wifi & bluetooth,integrated,,,,645.99,500.0
dell,latitude 7420 laptop,14.0,i7,16.0,windows 11 home,wifi & bluetooth,integrated,,,,801.99,512.0
dell,inspiron 3511 laptop,15.6,i5,8.0,windows 10 home,wifi & bluetooth,integrated,,,,693.99,2000.0
dell,inspiron 3511 laptop,15.6,i5,8.0,windows 10 home,wifi & bluetooth,integrated,,,,599.99,512.0
dell,latitude 3520 laptop,15.6,i7,8.0,windows 10 home,,,,,,1667.99,512.0
dell,latitude 5420 laptop,14.0,i7,8.0,windows 10 home,wifi & bluetooth,integrated,,,,807.99,512.0
dell,precision 7560 laptop,15.6,i7,32.0,windows 11 pro,wifi & bluetooth,integrated,,,,2102.99,256.0
dell,latitude 5520 laptop,15.6,i7,16.0,windows 11 pro,wifi & bluetooth,integrated,,,,1690.99,128.0
dell,vostro 3510 laptop,15.6,i5,16.0,windows 11 pro,wifi & bluetooth,integrated,,,,713.99,256.0
dell,vostro 3510 laptop,15.6,i5,32.0,windows 11 pro,wifi & bluetooth,integrated,,,,877.99,2000.0
dell,latitude 5520 laptop,15.6,i5,8.0,windows 11 pro,wifi & bluetooth,integrated,,,,931.3,1000.0
dell,vostro 3510 laptop,15.6,i5,12.0,windows 11 pro,wifi & bluetooth,integrated,,,,732.99,512.0
dell,vostro 3510 laptop,15.6,i3,8.0,windows 11 pro,wifi & bluetooth,integrated,,,,691.99,128.0
dell,latitude 3520 laptop,15.6,i7,8.0,windows 11 pro,,,,,,1626.99,1000.0
dell,latitude 5320 laptop,13.3,i5,8.0,windows 10 pro,wifi & bluetooth,integrated,,,,739.99,256.0
dell,latitude 5520 laptop,15.6,i7,8.0,windows 11 pro,wifi & bluetooth,integrated,,,,2337.99,256.0
msi,raider ge76 12ue,17.3,i9,16.0,windows 10 pro,"hd audio, backlit keyboard, anti glare coating, memory card slot, numeric keypad",dedicated,,,,1999.0,1024.0
dell,7520,15.6,i7,16.0,windows 10 pro,trackpoint,"integrated, dedicated",,,,439.99,256.0
dell,latitude 7420 laptop,14.0,i7,16.0,windows 10 home,,,,,,1528.99,1000.0
dell,inspiron 3511 laptop,15.6,i5,8.0,windows 10 home,wifi & bluetooth,integrated,,,,604.99,500.0
lenovo,thinkpad e16 gen 1,16.0,i7,16.0,windows 11 home,"fingerprint reader, trackpoint, backlit keyboard, anti glare coating, numeric keypad",integrated,,,,1309.0,1024.0
acer,aspire 3 a315,15.6,i5,8.0,windows 10 pro,"hd audio, backlit keyboard, anti glare coating, numeric keypad",integrated,,,,709.0,512.0
dell,latitude 5520 laptop,15.6,i5,4.0,windows 11 home,wifi & bluetooth,integrated,,,,844.58,256.0
dell,g15 5530 laptop,15.6,i7,16.0,windows 11 home,wifi & bluetooth,nvidia geforce rtx 4050,,,,1366.99,1000.0
dell,latitude 5320 laptop,13.3,i5,16.0,windows 11 pro,,,,,,899.99,256.0
dell,latitude 5520 laptop,15.6,i5,16.0,windows 10 home,wifi & bluetooth,integrated,,,,1683.99,256.0
dell,latitude 5420 laptop,14.0,i7,16.0,windows 10 home,wifi & bluetooth,integrated,,,,764.99,256.0
dell,latitude 5520 laptop,15.6,i5,32.0,windows 10 home,wifi & bluetooth,integrated,,,,992.1,1000.0
dell,latitude 5520 laptop,15.6,i7,16.0,windows 10 home,wifi & bluetooth,integrated,,,,1764.99,1000.0
hp,15-dy200,15.6,i7,16.0,windows 11 pro,"hd audio, memory card slot, numeric keypad",integrated,,,,899.0,512.0
dell,xps 9530 laptop,15.6,i9,16.0,windows 11 pro,wifi & bluetooth,nvidia geforce rtx 4070,,,,2604.99,512.0
dell,vostro 7620 laptop,16.0,i7,40.0,windows 10 pro,wifi & bluetooth,nvidia geforce rtx 3050 ti,,,,1365.99,2000.0
dell,inspiron 5630 laptop,16.0,i7,16.0,windows 11 pro,wifi & bluetooth,integrated,,,,1084.99,1000.0
dell,latitude 3420 laptop,14.0,i5,8.0,windows 11 pro,wifi & bluetooth,nvidia geforce mx450,,,,813.99,256.0
dell,latitude 7320 laptop,13.3,i5,16.0,windows 10 home,,integrated,,,,807.99,512.0
dell,latitude 5520 laptop,15.6,i5,16.0,windows 11 home,wifi & bluetooth,integrated,,,,1757.99,1000.0
dell,precision 3470 laptop,14.0,i7,16.0,windows 11 pro,wifi & bluetooth,integrated,,,,1046.99,256.0
dell,latitude 7440 2-in-1,14.0,i7,16.0,windows 11 pro,wifi & bluetooth,integrated,,,,2401.99,512.0
dell,alienware m18 laptop,18.0,i9,32.0,windows 11 pro,wifi & bluetooth,nvidia geforce rtx 4070,,,,2790.04,1000.0
dell,precision 3581 laptop,15.6,i9,16.0,windows 11 pro,wifi & bluetooth,nvidia rtx 2000 ada,,,,2268.99,512.0
dell,inspiron 5630 laptop,16.0,i7,16.0,windows 11 home,wifi & bluetooth,nvidia geforce rtx 2050,,,,1207.99,1000.0
dell,latitude 7440 laptop,14.0,i5,16.0,windows 11 pro,,integrated,intel integrated graphics,,,1212.99,256.0
dell,latitude 7340 laptop,13.3,i7,16.0,windows 11 home,wifi & bluetooth,integrated,,,,1311.99,512.0
dell,latitude 3420 laptop,14.0,i5,16.0,windows 11 home,,,,,,880.99,2000.0
dell,inspiron 5410 2-in-1,14.0,i5,4.0,windows 10 home,wifi & bluetooth,integrated,,,,764.99,128.0
dell,latitude 3520 laptop,15.6,i5,16.0,windows 10 home,,,,,,921.16,512.0
dell,vostro 3510 laptop,15.6,i5,16.0,windows 10 home,wifi & bluetooth,integrated,,,,802.99,512.0
dell,latitude 7420 laptop,14.0,i7,16.0,windows 11 home,,integrated,,,,801.99,512.0
dell,latitude 5420 laptop,14.0,i5,32.0,windows 11 home,wifi & bluetooth,integrated,,,,1267.99,1000.0
dell,precision 3580 laptop,15.6,i7,16.0,windows 11 pro,wifi & bluetooth,nvidia geforce rtx a500,,,,1783.99,256.0
dell,latitude 7330 laptop,13.3,i7,16.0,windows 11 pro,wifi & bluetooth,integrated,,,,844.58,512.0
asus,tuf dash 15,15.6,i7,16.0,windows 10 home,"hd audio, backlit keyboard, anti glare coating",dedicated,,,,1179.0,1024.0
dell,alienware x16 laptop,16.0,i7,16.0,windows 11 pro,wifi & bluetooth,nvidia geforce rtx 4070,,,,2806.99,1000.0
dell,inspiron 3511 laptop,15.6,i5,16.0,windows 10 home,wifi & bluetooth,integrated,,,,633.99,128.0
dell,inspiron 5630 laptop,16.0,i7,16.0,windows 11 home,wifi & bluetooth,integrated,,,,1043.99,512.0
lenovo,thinkpad t16 gen 1,16.0,i7,16.0,windows 10 pro,"fingerprint reader, trackpoint, backlit keyboard, anti glare coating, numeric keypad",integrated,,,,1839.0,1024.0
dell,latitude 5420 laptop,14.0,i5,16.0,windows 10 home,wifi & bluetooth,integrated,,,,764.99,256.0
dell,latitude 7420 2-in-1,14.0,i5,8.0,windows 10 home,wifi & bluetooth,integrated,,,,1733.99,256.0
dell,xps 9530 laptop,15.6,i7,16.0,windows 11 pro,wifi & bluetooth,nvidia geforce rtx 4070,,,,2385.99,512.0
dell,latitude 5440 laptop,14.0,i7,32.0,windows 11 pro,wifi & bluetooth,nvidia geforce mx550,,,,1708.99,512.0
asus,tuf gaming a17,17.3,Ryzen 5,16.0,windows 10 home,"hd audio, backlit keyboard, anti glare coating, numeric keypad",dedicated,,,,1049.0,1024.0
lenovo,ideapad 3 81x8,15.6,i3,12.0,windows 10 home,"fingerprint reader, hd audio, anti glare coating, memory card slot, numeric keypad",integrated,,,,589.0,1024.0
dell,precision 3581 laptop,15.6,i5,16.0,windows 11 pro,wifi & bluetooth,nvidia geforce rtx a500,,,,1576.99,256.0
dell,latitude 5530 laptop,15.6,i7,16.0,windows 11 pro,wifi & bluetooth,nvidia geforce mx250,,,,1929.99,256.0
dell,latitude 5440 laptop,14.0,i7,8.0,windows 11 pro,wifi & bluetooth,integrated,,,,1204.99,512.0
dell,precision 5770 laptop,17.0,i7,32.0,windows 11 pro,wifi & bluetooth,nvidia rtx a3000,,,,3212.99,1000.0
dell,precision 7770 laptop,17.3,i7,32.0,windows 11 home,wifi & bluetooth,nvidia rtx a3000,,,,2792.78,256.0
dell,precision 3480 laptop,14.0,i7,16.0,windows 10 pro,wifi & bluetooth,integrated,,,,1008.94,256.0
dell,alienware x17 r2 laptop,17.3,i9,32.0,windows 11 home,wifi & bluetooth,nvidia geforce rtx 3070 ti,,,,2580.73,1000.0
dell,latitude 5520 laptop,15.6,i5,16.0,windows 11 home,wifi & bluetooth,integrated,,,,1816.99,2000.0
dell,inspiron 3511 laptop,15.6,i5,32.0,windows 10 home,wifi & bluetooth,integrated,,,,640.99,512.0
dell,precision 3480 laptop,14.0,i7,16.0,windows 11 pro,wifi & bluetooth,integrated,,,,1023.99,512.0
dell,latitude 5320 laptop,13.3,i5,8.0,windows 11 home,wifi & bluetooth,integrated,,,,730.99,256.0
dell,latitude 7420 laptop,14.0,i7,32.0,windows 11 home,wifi & bluetooth,integrated,,,,1493.99,1000.0
dell,latitude 3520 laptop,15.6,i7,32.0,windows 10 home,wifi & bluetooth,integrated,,,,1667.99,512.0
dell,inspiron 3511 laptop,15.6,i5,32.0,windows 10 home,wifi & bluetooth,integrated,,,,672.99,256.0
dell,latitude 7420 laptop,14.0,i7,16.0,windows 10 home,,integrated,,,,1431.99,256.0
dell,alienware m16 laptop,16.0,i9,32.0,windows 11 pro,wifi & bluetooth,nvidia geforce rtx 4090,,,,3514.99,1000.0
dell,latitude 5430 laptop,14.0,i7,16.0,windows 11 pro,wifi & bluetooth,integrated,,,,2316.99,256.0
dell,precision 7560 laptop,15.6,i7,8.0,windows 11 pro,wifi & bluetooth,nvidia t1200,,,,2142.99,1000.0
dell,xps 9530 laptop,15.6,i7,32.0,windows 11 pro,wifi & bluetooth,nvidia geforce rtx 4050,,,,2409.99,2000.0
asus,rog strix g15,15.6,Ryzen 7,32.0,windows 11 pro,"hd audio, backlit keyboard, anti glare coating, numeric keypad",dedicated,,,,1279.0,1024.0
dell,alienware m17 ryzen edition r5 laptop,17.3,Ryzen 7,32.0,windows 11 home,wifi & bluetooth,nvidia geforce rtx 3080,,,,2357.99,1000.0
dell,inspiron 5630 laptop,16.0,i7,16.0,windows 11 pro,wifi & bluetooth,nvidia geforce rtx 2050,,,,1249.99,1000.0
dell,alienware m18 laptop,18.0,i7,32.0,windows 11 home,wifi & bluetooth,nvidia geforce rtx 4070,,,,2517.99,1000.0
dell,precision 3480 laptop,14.0,i5,16.0,windows 11 pro,wifi & bluetooth,nvidia geforce rtx a500,,,,1023.99,512.0
dell,latitude 3520 laptop,15.6,i7,32.0,windows 11 pro,wifi & bluetooth,nvidia geforce mx350,,,,1143.99,1000.0
dell,latitude 3420 laptop,14.0,i5,16.0,windows 10 home,,integrated,,,,807.99,512.0
dell,precision 3480 laptop,14.0,i7,32.0,windows 11 pro,wifi & bluetooth,nvidia geforce rtx a500,,,,1139.99,512.0
dell,latitude 3420 laptop,14.0,i5,16.0,windows 11 pro,wifi & bluetooth,integrated,,,,740.99,512.0
dell,precision 3470 laptop,14.0,i7,32.0,windows 11 pro,wifi & bluetooth,nvidia quadro t550,,,,1314.99,512.0
dell,g15 5515 laptop,15.6,Ryzen 7,16.0,windows 11 pro,wifi & bluetooth,nvidia geforce rtx 3060,,,,1334.99,512.0
dell,alienware m18 laptop,18.0,i9,32.0,windows 11 home,wifi & bluetooth,nvidia geforce rtx 4070,,,,2595.99,1000.0
dell,xps 9315 2-in-1,13.0,i5,16.0,windows 11 home,wifi & bluetooth,integrated,,,,1284.99,512.0
dell,alienware m18 laptop,18.0,i9,32.0,windows 11 pro,wifi & bluetooth,nvidia geforce rtx 4070,,,,2720.99,1000.0
dell,latitude 7340 laptop,13.3,i7,32.0,windows 11 pro,wifi & bluetooth,integrated,,,,1724.99,1000.0
dell,latitude 7440 2-in-1,14.0,i7,16.0,windows 11 home,wifi & bluetooth,integrated,,,,1357.99,256.0
dell,latitude 5440 laptop,14.0,i7,32.0,windows 11 pro,wifi & bluetooth,integrated,,,,954.94,256.0
dell,inspiron 5410 laptop,14.0,i7,4.0,windows 10 home,wifi & bluetooth,integrated,,,,960.99,128.0
dell,latitude 7440 laptop,14.0,i7,16.0,windows 11 pro,wifi & bluetooth,integrated,,,,1309.99,256.0
dell,latitude 7440 laptop,14.0,i7,16.0,windows 11 pro,wifi & bluetooth,integrated,,,,1422.99,512.0
dell,latitude 3540 laptop,15.6,i7,32.0,windows 11 pro,wifi & bluetooth,integrated,,,,1091.99,512.0
dell,xps 9315 2-in-1,13.0,i5,8.0,windows 11 home,wifi & bluetooth,integrated,,,,1253.99,512.0
dell,latitude 7330 2-in-1,13.3,i5,16.0,windows 11 pro,,integrated,intel integrated graphics,,,1076.22,256.0
dell,latitude 3520 laptop,15.6,i5,16.0,windows 11 pro,,,,,,989.85,2000.0
dell,xps 9530 laptop,15.6,i7,32.0,windows 11 home,wifi & bluetooth,intel arc a370m,,,,1781.99,512.0
dell,latitude 5340 2-in-1,13.3,i7,16.0,windows 10 home,wifi & bluetooth,integrated,,,,1341.99,256.0
dell,precision 3581 laptop,15.6,i7,32.0,windows 11 pro,wifi & bluetooth,nvidia geforce rtx a500,,,,1883.99,1000.0
dell,alienware m17 ryzen edition r5 laptop,17.3,Ryzen 7,8.0,windows 11 home,wifi & bluetooth,nvidia geforce rtx 3050 ti,,,,1282.99,512.0
dell,alienware m18 laptop,18.0,i9,32.0,windows 11 home,wifi & bluetooth,nvidia geforce rtx 4070,,,,2686.99,2000.0
acer,nitro 5 an515,15.6,i7,32.0,windows 10 home,"hd audio, backlit keyboard, anti glare coating, numeric keypad",dedicated,,,,1559.0,1024.0
dell,latitude 5440 laptop,14.0,i7,32.0,windows 11 home,wifi & bluetooth,integrated,,,,1395.99,1000.0
dell,latitude 7440 laptop,14.0,i5,16.0,windows 11 home,wifi & bluetooth,integrated,,,,1229.99,512.0
dell,xps 9530 laptop,15.6,i9,32.0,windows 11 home,wifi & bluetooth,nvidia geforce rtx 4060,,,,2548.99,512.0
dell,xps 9320 laptop,13.4,i7,32.0,windows 11 home,wifi & bluetooth,integrated,,,,1355.84,1000.0
dell,alienware m18 laptop,18.0,i9,32.0,windows 11 home,,dedicated,nvidia geforce rtx 4070,,,2477.99,1000.0
dell,xps 9320 laptop,13.4,i7,16.0,windows 11 pro,wifi & bluetooth,integrated,,,,1502.99,1000.0
dell,latitude 7440 laptop,14.0,i7,16.0,windows 11 pro,wifi & bluetooth,integrated,,,,1455.99,256.0
dell,alienware x16 laptop,16.0,i7,16.0,windows 11 home,wifi & bluetooth,nvidia geforce rtx 4050,,,,2280.99,1000.0
dell,latitude 7340 laptop,13.3,i7,32.0,windows 11 pro,wifi & bluetooth,integrated,,,,1614.99,1000.0
asus,asus tuf dash 15,15.6,i7,12.0,windows 11 home,"hd audio, backlit keyboard, anti glare coating",dedicated,,,,1159.0,1024.0
hp,pavilion 15,15.6,i7,24.0,windows 11 home,"hd audio, anti glare coating, memory card slot, numeric keypad",integrated,,,,989.0,512.0
acer,aspire 3,17.3,i5,8.0,windows 11 pro,"hd audio, anti glare coating, numeric keypad",integrated,,,,679.0,512.0
hp,envy 17t-cr000,17.3,i7,16.0,windows 11 pro,"hd audio, backlit keyboard, memory card slot, numeric keypad",integrated,,,,1299.0,512.0
hp,pavilion 15-eg200,15.6,i7,32.0,windows 11 pro,"hd audio, backlit keyboard, numeric keypad",integrated,,,,1239.0,1024.0
hp,hp pavilion 15t-eg300,15.6,i7,48.0,windows 10 pro,"hd audio, backlit keyboard, anti glare coating, numeric keypad",dedicated,,,,1379.0,1024.0
hp,envy x360 2-in-1,15.6,i5,32.0,windows 10 pro,"fingerprint reader, hd audio, backlit keyboard, memory card slot",integrated,,,,1059.0,1024.0
hp,hp elitebook 840 g6,14.0,i5,16.0,windows 10 pro 64-bit,backlit keyboard,integrated,,,,322.75,256.0
dell,vostro 3510 laptop,15.6,i7,32.0,windows 10 home,wifi & bluetooth,integrated,,,,1000.99,1000.0
dell,precision 7560 laptop,15.6,i7,16.0,windows 10 home,wifi & bluetooth,nvidia t1200,,,,2219.99,512.0
dell,inspiron 3511 laptop,15.6,i5,32.0,windows 10 home,wifi & bluetooth,integrated,,,,734.99,2000.0
dell,precision 7560 laptop,15.6,i7,8.0,windows 11 pro,,dedicated,,,,2142.99,1000.0
dell,precision 7560 laptop,15.6,i7,32.0,windows 11 pro,wifi & bluetooth,integrated,,,,2085.99,256.0
dell,xps 9320 laptop,13.4,i7,32.0,windows 11 home,wifi & bluetooth,integrated,,,,1730.99,512.0
dell,g15,15.6,i7,24.0,windows 11 pro,"hd audio, backlit keyboard, anti glare coating, numeric keypad",dedicated,,,,1599.0,1024.0
